QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
33,93.9,3098.7,25/08/2003,Shipped,3,8,2003,Motorcycles,S32_1374,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
28,100,3244.36,28/10/2003,Shipped,4,10,2003,Motorcycles,S32_1374,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
44,98.89,4351.16,18/11/2003,Shipped,4,11,2003,Motorcycles,S32_1374,Herkku Gifts,4722673215,"Drammen 121, PR 744 Sentrum",Bergen,Bergen,N 5804,Norway,Oeztan,Veysel,Medium
46,79.91,3675.86,12/01/2004,Shipped,1,1,2004,Motorcycles,S32_1374,Osaka Souveniers Co.,8.10663E+11,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Medium
21,100,2475.27,20/02/2004,Shipped,1,2,2004,Motorcycles,S32_1374,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
41,100,4177.49,02/04/2004,Shipped,2,4,2004,Motorcycles,S32_1374,"Royal Canadian Collectables, Ltd.",+(6045554555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
31,100,3282.28,11/05/2004,Shipped,2,5,2004,Motorcycles,S32_1374,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
31,79.91,2477.21,28/06/2004,Shipped,2,6,2004,Motorcycles,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Small
23,81.91,1883.93,23/07/2004,Shipped,3,7,2004,Motorcycles,S32_1374,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Small
37,98.89,3658.93,27/08/2004,Shipped,3,8,2004,Motorcycles,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
26,100,2856.88,16/09/2004,Shipped,3,9,2004,Motorcycles,S32_1374,"Clover Collections, Co.",35318621555,25 Maiden Lane,Dublin,Dublin,2,Ireland,Cassidy,Dean,Small
24,79.91,1917.84,15/10/2004,Shipped,4,10,2004,Motorcycles,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
47,100,5305.36,02/11/2004,Shipped,4,11,2004,Motorcycles,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Medium
45,63.91,2875.95,15/11/2004,Shipped,4,11,2004,Motorcycles,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
55,100,6482.85,24/11/2004,Shipped,4,11,2004,Motorcycles,S32_1374,Enaco Distributors,+(932034555,"Rambla de Catalu¤a, 23",Barcelona,Barcelona,8022,Spain,Saavedra,Eduardo,Medium
46,81.17,3733.82,04/12/2004,Shipped,4,12,2004,Motorcycles,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Lewis,Dan,Medium
50,100,6576.5,06/01/2005,Shipped,1,1,2005,Motorcycles,S32_1374,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
37,100,6353.27,03/02/2005,Shipped,1,2,2005,Motorcycles,S32_1374,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
44,94.9,4175.6,02/03/2005,Shipped,1,3,2005,Motorcycles,S32_1374,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
49,100,4992.61,03/04/2005,On Hold,2,4,2005,Motorcycles,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Brown,William,Medium
45,100,4764.6,10/05/2005,Shipped,2,5,2005,Motorcycles,S32_1374,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
27,43.45,1173.15,03/03/2003,Shipped,1,3,2003,Motorcycles,S32_2206,Cruz & Sons Co.,6325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Makati City,1227 MM,Philippines,Cruz,Arnold,Small
31,44.66,1384.46,08/05/2003,Shipped,2,5,2003,Motorcycles,S32_2206,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Small
33,40.23,1327.59,02/07/2003,Shipped,3,7,2003,Motorcycles,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
31,35.8,1109.8,25/08/2003,Shipped,3,8,2003,Motorcycles,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Small
35,35.4,1239,10/10/2003,Shipped,4,10,2003,Motorcycles,S32_2206,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Small
26,39.83,1035.58,04/11/2003,Shipped,4,11,2003,Motorcycles,S32_2206,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
34,45.46,1545.64,11/11/2003,Shipped,4,11,2003,Motorcycles,S32_2206,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Lille,Lille,59000,France,Rance,Martine,Small
46,32.99,1517.54,19/11/2003,Shipped,4,11,2003,Motorcycles,S32_2206,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
41,42.24,1731.84,15/01/2004,Shipped,1,1,2004,Motorcycles,S32_2206,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Small
43,39.43,1695.49,21/02/2004,Shipped,1,2,2004,Motorcycles,S32_2206,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Lille,Lille,59000,France,Rance,Martine,Small
26,40.23,1045.98,05/04/2004,Shipped,2,4,2004,Motorcycles,S32_2206,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
36,48.28,1738.08,26/05/2004,Shipped,2,5,2004,Motorcycles,S32_2206,Auto Canal Petit,+(147556555,"25, rue Lauriston",Paris,Paris,75016,France,Perrier,Dominique,Small
20,32.59,651.8,30/06/2004,Shipped,2,6,2004,Motorcycles,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Yoshido,Juri,Small
27,36.61,988.47,02/08/2004,Shipped,3,8,2004,Motorcycles,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Small
37,41.03,1518.11,27/08/2004,Shipped,3,8,2004,Motorcycles,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Small
24,42.24,1013.76,30/09/2004,Shipped,3,9,2004,Motorcycles,S32_2206,"Toys of Finland, Co.",902248555,Keskuskatu 45,Helsinki,Helsinki,21240,Finland,Karttunen,Matti,Small
36,43.05,1549.8,16/10/2004,Shipped,4,10,2004,Motorcycles,S32_2206,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Small
29,38.22,1108.38,03/11/2004,Shipped,4,11,2004,Motorcycles,S32_2206,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Kuo,Kee,Small
28,100,4102.56,17/11/2004,Shipped,4,11,2004,Motorcycles,S32_2206,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Medium
29,100,3713.16,24/11/2004,Shipped,4,11,2004,Motorcycles,S32_2206,Reims Collectables,26471555,59 rue de l'Abbaye,Reims,Reims,51100,France,Henriot,Paul,Medium
38,39.83,1513.54,07/12/2004,Shipped,4,12,2004,Motorcycles,S32_2206,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
48,48.28,2317.44,06/01/2005,Shipped,1,1,2005,Motorcycles,S32_2206,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Small
40,82.46,3298.4,10/02/2005,Shipped,1,2,2005,Motorcycles,S32_2206,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
41,44.56,1826.96,04/03/2005,Shipped,1,3,2005,Motorcycles,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
30,40.23,1206.9,08/04/2005,Shipped,2,4,2005,Motorcycles,S32_2206,"UK Collectables, Ltd.",+(1715552282,Berkeley Gardens 12  Brewery,Liverpool,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
35,47.62,1666.7,31/01/2003,Shipped,1,1,2003,Trucks and Buses,S32_2509,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
28,55.73,1560.44,01/04/2003,Shipped,2,4,2003,Trucks and Buses,S32_2509,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Small
45,51.95,2337.75,03/06/2003,Shipped,2,6,2003,Trucks and Buses,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
24,45.99,1103.76,01/08/2003,Shipped,3,8,2003,Trucks and Buses,S32_2509,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Small
41,63.85,2617.85,21/09/2003,Shipped,3,9,2003,Trucks and Buses,S32_2509,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,Oulu,Oulu,90110,Finland,Koskitalo,Pirkko,Small
48,45.99,2207.52,22/10/2003,Shipped,4,10,2003,Trucks and Buses,S32_2509,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
50,63.31,3165.5,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_2509,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Medium
33,62.77,2071.41,14/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_2509,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Small
32,43.29,1385.28,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
27,60.06,1621.62,09/12/2003,Shipped,4,12,2003,Trucks and Buses,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Small
35,55.19,1931.65,10/02/2004,Shipped,1,2,2004,Trucks and Buses,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Small
23,54.11,1244.53,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
35,48.7,1704.5,05/05/2004,Shipped,2,5,2004,Trucks and Buses,S32_2509,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
40,43.83,1753.2,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S32_2509,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
35,47.62,1666.7,20/07/2004,Shipped,3,7,2004,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
31,55.19,1710.89,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
50,46.53,2326.5,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
40,57.9,2316,13/10/2004,Shipped,4,10,2004,Trucks and Buses,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Small
38,45.45,1727.1,22/10/2004,Shipped,4,10,2004,Trucks and Buses,S32_2509,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
38,100,8844.12,05/11/2004,Shipped,4,11,2004,Trucks and Buses,S32_2509,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Large
40,60.6,2424,19/11/2004,Shipped,4,11,2004,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
33,46.53,1535.49,01/12/2004,Shipped,4,12,2004,Trucks and Buses,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
36,100,6358.68,15/12/2004,Shipped,4,12,2004,Trucks and Buses,S32_2509,Reims Collectables,26471555,59 rue de l'Abbaye,Reims,Reims,51100,France,Henriot,Paul,Medium
20,66.47,1329.4,23/01/2005,Shipped,1,1,2005,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
32,53.18,1701.76,22/02/2005,Shipped,1,2,2005,Trucks and Buses,S32_2509,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
36,62.77,2259.72,15/03/2005,Shipped,1,3,2005,Trucks and Buses,S32_2509,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
19,48.7,925.3,03/05/2005,Shipped,2,5,2005,Trucks and Buses,S32_2509,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
11,43.83,482.13,31/05/2005,In Process,2,5,2005,Trucks and Buses,S32_2509,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Small
49,65.87,3227.63,31/01/2003,Shipped,1,1,2003,Trains,S32_3207,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
27,63.38,1711.26,11/04/2003,Shipped,2,4,2003,Trains,S32_3207,Royale Belge,+(07123672555,"Boulevard Tirou, 255",Charleroi,Charleroi,B-6000,Belgium,Cartrain,Pascale,Small
29,70.84,2054.36,03/06/2003,Shipped,2,6,2003,Trains,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
42,74.57,3131.94,08/08/2003,Shipped,3,8,2003,Trains,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
33,50.95,1681.35,25/09/2003,Shipped,3,9,2003,Trains,S32_3207,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Small
44,53.44,2351.36,22/10/2003,Shipped,4,10,2003,Trains,S32_3207,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
22,64,1408,06/11/2003,Shipped,4,11,2003,Trains,S32_3207,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
48,50.95,2445.6,14/11/2003,Shipped,4,11,2003,Trains,S32_3207,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Small
33,54.68,1804.44,25/11/2003,Shipped,4,11,2003,Trains,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
45,56.55,2544.75,09/12/2003,Shipped,4,12,2003,Trains,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Small
20,52.82,1056.4,12/02/2004,Shipped,1,2,2004,Trains,S32_3207,"Clover Collections, Co.",35318621555,25 Maiden Lane,Dublin,Dublin,2,Ireland,Cassidy,Dean,Small
46,60.9,2801.4,15/03/2004,Shipped,1,3,2004,Trains,S32_3207,"Blauer See Auto, Co.",4.96967E+11,Lyonerstr. 34,Frankfurt,Frankfurt,60528,Germany,Keitel,Roland,Small
40,49.71,1988.4,05/05/2004,Shipped,2,5,2004,Trains,S32_3207,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Small
45,64.63,2908.35,20/07/2004,Shipped,3,7,2004,Trains,S32_3207,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
36,59.65,2147.4,20/08/2004,Shipped,3,8,2004,Trains,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
31,67.73,2099.63,08/09/2004,Shipped,3,9,2004,Trains,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
46,50.33,2315.18,14/10/2004,Shipped,4,10,2004,Trains,S32_3207,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
35,66.49,2327.15,22/10/2004,Shipped,4,10,2004,Trains,S32_3207,Heintze Collectables,86213555,Smagsloget 45,Aaarhus,Aaarhus,8200,Denmark,Ibsen,Palle,Small
28,100,5377.4,05/11/2004,Shipped,4,11,2004,Trains,S32_3207,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
31,84.71,2626.01,20/11/2004,Shipped,4,11,2004,Trains,S32_3207,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Small
27,100,4406.4,02/12/2004,Shipped,4,12,2004,Trains,S32_3207,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
22,100,4301.22,15/12/2004,Shipped,4,12,2004,Trains,S32_3207,Reims Collectables,26471555,59 rue de l'Abbaye,Reims,Reims,51100,France,Henriot,Paul,Medium
30,99.55,2986.5,23/01/2005,Shipped,1,1,2005,Trains,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
44,36.07,1587.08,22/02/2005,Shipped,1,2,2005,Trains,S32_3207,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
30,60.28,1808.4,15/03/2005,Shipped,1,3,2005,Trains,S32_3207,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
24,49.71,1193.04,05/05/2005,Shipped,2,5,2005,Trains,S32_3207,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Small
45,75.63,3403.35,29/01/2003,Shipped,1,1,2003,Trucks and Buses,S32_3522,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
23,68.52,1575.96,26/03/2003,Shipped,1,3,2003,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
26,62.7,1630.2,28/05/2003,Shipped,2,5,2003,Trucks and Buses,S32_3522,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
28,60.76,1701.28,24/07/2003,Shipped,3,7,2003,Trucks and Buses,S32_3522,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
49,58.18,2850.82,19/09/2003,Shipped,3,9,2003,Trucks and Buses,S32_3522,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
49,54.94,2692.06,21/10/2003,Resolved,4,10,2003,Trucks and Buses,S32_3522,Mini Auto Werke,76753555,Kirchgasse 6,Graz,Graz,8010,Austria,Mendel,Roland,Small
29,74.98,2174.42,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_3522,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Small
49,64.64,3167.36,13/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Medium
39,54.94,2142.66,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S32_3522,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Small
36,58.82,2117.52,05/12/2003,Shipped,4,12,2003,Trucks and Buses,S32_3522,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
39,62.05,2419.95,04/02/2004,Shipped,1,2,2004,Trucks and Buses,S32_3522,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
30,73.04,2191.2,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
44,69.16,3043.04,04/05/2004,Shipped,2,5,2004,Trucks and Buses,S32_3522,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
20,61.41,1228.2,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S32_3522,"Tokyo Collectables, Ltd",81335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
21,63.35,1330.35,19/07/2004,Shipped,3,7,2004,Trucks and Buses,S32_3522,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
36,77.57,2792.52,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
32,71.75,2296,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S32_3522,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Small
36,73.04,2629.44,11/10/2004,Shipped,4,10,2004,Trucks and Buses,S32_3522,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Versailles,Versailles,78000,France,Tonini,Daniel,Small
34,56.24,1912.16,22/10/2004,Shipped,4,10,2004,Trucks and Buses,S32_3522,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
48,100,8209.44,05/11/2004,Shipped,4,11,2004,Trucks and Buses,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Large
33,73.69,2431.77,18/11/2004,Shipped,4,11,2004,Trucks and Buses,S32_3522,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,0,USA,Murphy,Julie,Small
31,100,3139.99,01/11/2004,Shipped,4,11,2004,Trucks and Buses,S32_3522,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Medium
36,100,5669.64,10/12/2004,Shipped,4,12,2004,Trucks and Buses,S32_3522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
25,100,3160.25,20/01/2005,Shipped,1,1,2005,Trucks and Buses,S32_3522,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
48,100,6799.68,17/02/2005,Shipped,1,2,2005,Trucks and Buses,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
27,69.16,1867.32,01/05/2005,Shipped,2,5,2005,Trucks and Buses,S32_3522,Quebec Home Shopping Network,+(5145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
44,61.41,2702.04,31/05/2005,In Process,2,5,2005,Trucks and Buses,S32_3522,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
33,72.92,2406.36,17/02/2003,Shipped,1,2,2003,Vintage Cars,S32_4289,Rovelli Gifts,35640555,Via Ludovico il Moro 22,Bergamo,Bergamo,24100,Italy,Rovelli,Giovanni,Small
29,72.23,2094.67,29/04/2003,Shipped,2,4,2003,Vintage Cars,S32_4289,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
49,57.1,2797.9,27/06/2003,Shipped,2,6,2003,Vintage Cars,S32_4289,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
20,81.86,1637.2,13/08/2003,Shipped,3,8,2003,Vintage Cars,S32_4289,Royale Belge,+(07123672555,"Boulevard Tirou, 255",Charleroi,Charleroi,B-6000,Belgium,Cartrain,Pascale,Small
31,73.61,2281.91,28/10/2003,Shipped,4,10,2003,Vintage Cars,S32_4289,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
39,59.16,2307.24,12/01/2004,Shipped,1,1,2004,Vintage Cars,S32_4289,Osaka Souveniers Co.,8.10663E+11,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Small
20,66.04,1320.8,20/02/2004,Shipped,1,2,2004,Vintage Cars,S32_4289,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
